Flame_retardant_AdditionAmount(wt%),Curing_agent_AdditionAmount(wt%),MW_FR,EEW,AMW_FR,Mp_FR,Mi_FR,RBF_FR,Sp_FR,Curing_Tem1,O%_FR,H%_FR,Si_FR,N%_FR,MCD_FR,MW_EP,C%_FR,Curing_Tem2,ARR_FR,nTA_FR,Curing_Time2,MW_Curing_Agent,RBN_FR,Fsp3_FR,Curing_Time1,Curing_Tem3,nHDon_FR,nDB_FR,AMW_EP,nHet_FR,RFD_FR,AP_FR,AMW_Curing_Agent,nCsp3_FR,nBM_FR,nN_FR,nO_FR,nH_FR,Curing_Time3,max_conj_path_FR,nP_FR,RCI_FR,H-048_FR,GD_FR,NNRS_FR,H-047_FR,H-050_FR,nAA_FR,Mp_Curing_Agent,nArOH_FR,H-052_FR,nHAcc_FR,C-006_FR,Curing_Tem4,nCs_FR,nCbH_FR,C-025_FR,SCBO_FR,nCp_FR,O-059_FR,C-026_FR,nRNHR_FR,O-058_FR,Si_Curing_Agent,nR05_FR,O-057_FR,Rbrid_FR,NRS_FR,H-046_FR,nCb-_FR,nArNH2_FR,nCsp3_Curing_Agent,nHM_FR,nROH_FR,nArOR_FR,O-056_FR,C-005_FR,nBO_FR,nC_FR,C-002_FR,P-116_FR,Sp_Curing_Agent,C%_Curing_Agent,nCt_FR,C-001_FR,LOI
9,18.2,589.66,196,8.934242424,0.727360606,1.103383333,0.070422535,48.0058,120,9.090909091,34.84848485,72.8233,4.545454545,0.790697674,340.45,50,150,0.770833333,6,2,198.29,5,0.03030303,2,180,5,2,6.947959184,10,0.176470588,0.790697674,6.837586207,1,39,3,6,23,2,14,0,1.176470588,1,0.053156146,0.571428571,14,5,34,0.675165517,2,0,8,0,120,1,14,8,68.5,0,0,2,0,2,32.4878,2,4,3,4,2,12,0,1,1,2,0,0,0,48,33,1,0,19.5798,44.82758621,0,0,1
10,18,589.66,196,8.934242424,0.727360606,1.103383333,0.070422535,48.0058,120,9.090909091,34.84848485,72.8233,4.545454545,0.790697674,340.45,50,150,0.770833333,6,2,198.29,5,0.03030303,2,180,5,2,6.947959184,10,0.176470588,0.790697674,6.837586207,1,39,3,6,23,2,14,0,1.176470588,1,0.053156146,0.571428571,14,5,34,0.675165517,2,0,8,0,120,1,14,8,68.5,0,0,2,0,2,32.4878,2,4,3,4,2,12,0,1,1,2,0,0,0,48,33,1,0,19.5798,44.82758621,0,0,1
11,17.8,589.66,196,8.934242424,0.727360606,1.103383333,0.070422535,48.0058,120,9.090909091,34.84848485,72.8233,4.545454545,0.790697674,340.45,50,150,0.770833333,6,2,198.29,5,0.03030303,2,180,5,2,6.947959184,10,0.176470588,0.790697674,6.837586207,1,39,3,6,23,2,14,0,1.176470588,1,0.053156146,0.571428571,14,5,34,0.675165517,2,0,8,0,120,1,14,8,68.5,0,0,2,0,2,32.4878,2,4,3,4,2,12,0,1,1,2,0,0,0,48,33,1,0,19.5798,44.82758621,0,0,1
12,17.6,589.66,196,8.934242424,0.727360606,1.103383333,0.070422535,48.0058,120,9.090909091,34.84848485,72.8233,4.545454545,0.790697674,340.45,50,150,0.770833333,6,2,198.29,5,0.03030303,2,180,5,2,6.947959184,10,0.176470588,0.790697674,6.837586207,1,39,3,6,23,2,14,0,1.176470588,1,0.053156146,0.571428571,14,5,34,0.675165517,2,0,8,0,120,1,14,8,68.5,0,0,2,0,2,32.4878,2,4,3,4,2,12,0,1,1,2,0,0,0,48,33,1,0,19.5798,44.82758621,0,0,1
13,17.4,589.66,196,8.934242424,0.727360606,1.103383333,0.070422535,48.0058,120,9.090909091,34.84848485,72.8233,4.545454545,0.790697674,340.45,50,150,0.770833333,6,2,198.29,5,0.03030303,2,180,5,2,6.947959184,10,0.176470588,0.790697674,6.837586207,1,39,3,6,23,2,14,0,1.176470588,1,0.053156146,0.571428571,14,5,34,0.675165517,2,0,8,0,120,1,14,8,68.5,0,0,2,0,2,32.4878,2,4,3,4,2,12,0,1,1,2,0,0,0,48,33,1,0,19.5798,44.82758621,0,0,1
14,17.2,589.66,196,8.934242424,0.727360606,1.103383333,0.070422535,48.0058,120,9.090909091,34.84848485,72.8233,4.545454545,0.790697674,340.45,50,150,0.770833333,6,2,198.29,5,0.03030303,2,180,5,2,6.947959184,10,0.176470588,0.790697674,6.837586207,1,39,3,6,23,2,14,0,1.176470588,1,0.053156146,0.571428571,14,5,34,0.675165517,2,0,8,0,120,1,14,8,68.5,0,0,2,0,2,32.4878,2,4,3,4,2,12,0,1,1,2,0,0,0,48,33,1,0,19.5798,44.82758621,0,0,1
15,17,589.66,196,8.934242424,0.727360606,1.103383333,0.070422535,48.0058,120,9.090909091,34.84848485,72.8233,4.545454545,0.790697674,340.45,50,150,0.770833333,6,2,198.29,5,0.03030303,2,180,5,2,6.947959184,10,0.176470588,0.790697674,6.837586207,1,39,3,6,23,2,14,0,1.176470588,1,0.053156146,0.571428571,14,5,34,0.675165517,2,0,8,0,120,1,14,8,68.5,0,0,2,0,2,32.4878,2,4,3,4,2,12,0,1,1,2,0,0,0,48,33,1,0,19.5798,44.82758621,0,0,1
16,16.8,589.66,196,8.934242424,0.727360606,1.103383333,0.070422535,48.0058,120,9.090909091,34.84848485,72.8233,4.545454545,0.790697674,340.45,50,150,0.770833333,6,2,198.29,5,0.03030303,2,180,5,2,6.947959184,10,0.176470588,0.790697674,6.837586207,1,39,3,6,23,2,14,0,1.176470588,1,0.053156146,0.571428571,14,5,34,0.675165517,2,0,8,0,120,1,14,8,68.5,0,0,2,0,2,32.4878,2,4,3,4,2,12,0,1,1,2,0,0,0,48,33,1,0,19.5798,44.82758621,0,0,1
17,16.6,589.66,196,8.934242424,0.727360606,1.103383333,0.070422535,48.0058,120,9.090909091,34.84848485,72.8233,4.545454545,0.790697674,340.45,50,150,0.770833333,6,2,198.29,5,0.03030303,2,180,5,2,6.947959184,10,0.176470588,0.790697674,6.837586207,1,39,3,6,23,2,14,0,1.176470588,1,0.053156146,0.571428571,14,5,34,0.675165517,2,0,8,0,120,1,14,8,68.5,0,0,2,0,2,32.4878,2,4,3,4,2,12,0,1,1,2,0,0,0,48,33,1,0,19.5798,44.82758621,0,0,1
18,16.4,589.66,196,8.934242424,0.727360606,1.103383333,0.070422535,48.0058,120,9.090909091,34.84848485,72.8233,4.545454545,0.790697674,340.45,50,150,0.770833333,6,2,198.29,5,0.03030303,2,180,5,2,6.947959184,10,0.176470588,0.790697674,6.837586207,1,39,3,6,23,2,14,0,1.176470588,1,0.053156146,0.571428571,14,5,34,0.675165517,2,0,8,0,120,1,14,8,68.5,0,0,2,0,2,32.4878,2,4,3,4,2,12,0,1,1,2,0,0,0,48,33,1,0,19.5798,44.82758621,0,0,1
19,16.2,589.66,196,8.934242424,0.727360606,1.103383333,0.070422535,48.0058,120,9.090909091,34.84848485,72.8233,4.545454545,0.790697674,340.45,50,150,0.770833333,6,2,198.29,5,0.03030303,2,180,5,2,6.947959184,10,0.176470588,0.790697674,6.837586207,1,39,3,6,23,2,14,0,1.176470588,1,0.053156146,0.571428571,14,5,34,0.675165517,2,0,8,0,120,1,14,8,68.5,0,0,2,0,2,32.4878,2,4,3,4,2,12,0,1,1,2,0,0,0,48,33,1,0,19.5798,44.82758621,0,0,1
20,16,589.66,196,8.934242424,0.727360606,1.103383333,0.070422535,48.0058,120,9.090909091,34.84848485,72.8233,4.545454545,0.790697674,340.45,50,150,0.770833333,6,2,198.29,5,0.03030303,2,180,5,2,6.947959184,10,0.176470588,0.790697674,6.837586207,1,39,3,6,23,2,14,0,1.176470588,1,0.053156146,0.571428571,14,5,34,0.675165517,2,0,8,0,120,1,14,8,68.5,0,0,2,0,2,32.4878,2,4,3,4,2,12,0,1,1,2,0,0,0,48,33,1,0,19.5798,44.82758621,0,0,1
1,19.8,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
2,19.6,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
3,19.4,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
4,19.2,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
5,19,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
6,18.8,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
7,18.6,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
8,18.4,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
9,18.2,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
10,18,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
11,17.8,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
12,17.6,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
13,17.4,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
14,17.2,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
15,17,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
16,16.8,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
17,16.6,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
18,16.4,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
19,16.2,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
20,16,318.34,196,7.764390244,0.680714634,1.124031707,0.139534884,27.9093,120,7.317073171,46.34146341,46.0853,4.87804878,0.636363636,340.45,39.02439024,150,0.5,2,2,198.29,6,0.25,2,180,3,1,6.947959184,6,0.285714286,0.545454545,6.837586207,4,13,2,3,19,2,14,1,1.285714286,0,0.103896104,0.333333333,16,3,12,0.675165517,0,0,5,4,120,0,8,2,31,1,0,2,1,1,32.4878,0,0,2,1,0,4,0,1,1,1,0,1,0,24,16,0,0,19.5798,44.82758621,0,0,1
1,19.8,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
2,19.6,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
3,19.4,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
4,19.2,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
5,19,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
6,18.8,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
7,18.6,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
8,18.4,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
9,18.2,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
10,18,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
11,17.8,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
12,17.6,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
13,17.4,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
14,17.2,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
15,17,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
16,16.8,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
17,16.6,688.78,196,7.827045455,0.735802273,1.09945,0.127659574,64.7506,120,2.272727273,43.18181818,96.7516,2.272727273,0.84,340.45,50,150,0.75,2,2,198.29,12,0.045454545,2,180,2,2,6.947959184,6,0,0.84,6.837586207,2,44,2,2,38,2,14,2,1,2,0.045714286,1,34,2,42,0.675165517,0,0,4,0,120,0,34,2,79,0,0,6,0,2,32.4878,0,0,0,7,0,8,0,1,2,0,0,0,0,56,44,0,2,19.5798,44.82758621,0,0,1
